#Model files used:	unknown
#Model used:	TIEGCM
#Coordinates:	GDZ	sph
#utc_time	c1	c2	c3
#[s]	[R_E]	[R_E]	[R_E]
1679476849.369000	-79.284485	-72.863785	106.999992
1679476895.494000	-83.470673	-75.531158	107.000000
1679476965.831000	-92.189697	-78.843796	107.000008
1679477008.544000	-102.091644	-80.919571	107.000000
1679477078.814000	-125.322159	-83.020523	107.000000
1679477165.982000	-169.242493	-82.854996	107.000000
1679477236.450000	168.971344	-80.582352	107.000000
1679477279.141000	159.695984	-78.466820	107.000000
1679477349.294000	151.598877	-75.123283	107.000000
1679477395.366000	147.614883	-72.439034	107.000000
1679477465.545000	144.083694	-68.813293	107.000000
1679477508.797000	142.263077	-66.172531	107.000000
1679477578.328000	140.445435	-62.478828	107.000000
1679477639.886000	139.080704	-58.742340	107.000000
1679477709.082000	138.195862	-55.033405	106.999992
1679477752.317000	137.673309	-52.320908	107.000000
1679477822.761000	137.178558	-48.515385	107.000008
1679477868.945000	136.888519	-45.625484	107.000000
1679477938.846000	136.669022	-41.847530	107.000000
1679477982.485000	136.573013	-39.109306	107.000000
1679478051.622000	136.546463	-35.377594	107.000000
1679478112.700000	136.608276	-31.637344	107.000000
1679478183.306000	136.768265	-27.836498	107.000000
1679478226.488000	136.931717	-25.131664	107.000000
1679478296.188000	137.236084	-21.389759	107.000000
1679478343.018000	137.516922	-18.493622	107.000000
1679478412.516000	137.961975	-14.797089	107.000000
1679478455.849000	138.323059	-12.116284	107.000000
1679478526.853000	138.915268	-8.366421	107.000000
1679478700.663000	140.930710	1.509814	107.000000
1679478771.270000	141.876526	5.134697	107.000000
1679478816.947000	142.655991	7.845921	107.000000
1679478887.697000	143.809357	11.406005	107.000000
1679478930.715000	144.701309	13.905849	107.000000
1679479001.317000	146.097321	17.379583	107.000000
1679479132.699000	149.483734	24.268942	107.000000
1679479203.745000	151.455673	27.537388	107.000000
1679479246.218000	152.970963	29.764278	107.000000
1679479317.320000	155.373566	32.862461	106.999992
1679479362.483000	157.325638	35.072300	107.000000
1679479433.844000	160.271347	37.946548	107.000000
1679479476.736000	162.535324	39.857800	107.000000
1679479546.248000	165.993683	42.361023	107.000000
1679479607.323000	169.833344	44.651985	107.000000
1679479677.273000	174.102722	46.713371	107.000000
1679479720.719000	177.441757	48.028667	107.000000
1679479790.585000	-177.585434	49.572464	107.000000
1679479836.949000	-173.527267	50.534519	107.000000
1679479907.001000	-167.950287	51.451874	107.000000
1679479950.255000	-163.811234	51.878029	107.000000
1679480020.260000	-157.938568	52.094387	107.000000
1679480081.065000	-152.150589	51.905518	107.000000
1679480151.064000	-146.399445	51.298264	107.000000
1679480194.365000	-142.399200	50.626255	107.000008
1679480264.144000	-137.138107	49.358326	107.000000
1679480310.678000	-133.309464	48.159031	107.000000
1679480380.429000	-128.728668	46.323822	107.000000
1679480424.091000	-125.630341	44.822304	107.000000
1679480493.576000	-121.774200	42.537117	107.000000
1679480555.073000	-118.256470	40.043850	107.000000
1679480624.262000	-115.151993	37.387825	107.000008
1679480667.508000	-113.087708	35.354847	107.000000
1679480738.371000	-110.453705	32.369755	107.000000
1679480783.801000	-108.678009	30.067106	107.000000
1679480854.643000	-106.525177	26.879143	107.000008
1679480897.462000	-105.143387	24.572933	107.000008
1679480967.932000	-103.377563	21.247498	107.000008
1679481054.967000	-101.243408	16.555885	107.000000
1679481125.559000	-99.893982	13.072887	107.000000
1679481168.464000	-99.015930	10.569600	107.000000
1679481238.947000	-97.906586	7.004901	107.000000
1679481284.700000	-97.142029	4.293221	107.000000
1679481355.456000	-96.233276	0.650320	107.000000
1679481398.243000	-95.646515	-1.938940	107.000000
1679481469.009000	-94.904266	-5.639600	107.000000
1679481529.031000	-94.270599	-9.234842	107.000000
1679481600.158000	-93.705902	-12.996306	107.000000
1679481642.389000	-93.352509	-15.616560	107.000000
1679481713.729000	-92.924805	-19.425854	107.000000
1679481829.447000	-92.381836	-26.015207	107.000000
1679481872.527000	-92.221130	-28.713198	107.000000
1679481942.956000	-92.090210	-32.511078	107.000000
1679482003.084000	-92.038879	-36.204609	107.000000
1679482074.342000	-92.098267	-40.046692	107.000000
1679482117.059000	-92.203735	-42.747135	107.000000
1679482186.753000	-92.463257	-46.505581	107.000000
1679482232.970000	-92.774323	-49.401253	107.000000
1679482303.421000	-93.340454	-53.199478	107.000000
1679482345.831000	-93.886230	-55.863647	107.000000
1679482416.733000	-94.914673	-59.674408	107.000000
1679482477.371000	-96.316467	-63.352215	107.000000
1679482547.009000	-98.314148	-67.036407	107.000000
1679482590.042000	-100.281403	-69.660568	107.000000
1679482659.899000	-104.171570	-73.248886	107.000000
1679482706.026000	-108.582275	-75.909782	107.000000
1679482776.338000	-117.784637	-79.180084	107.000000
1679482818.812000	-128.367371	-81.197861	107.000000
1679482889.194000	-152.864594	-83.154770	107.000000
1679482976.151000	163.483429	-82.675621	107.000000
1679483046.912000	142.958282	-80.277763	107.000000
1679483089.517000	134.232407	-78.126320	107.000000
1679483159.564000	126.578987	-74.758705	107.000000
1679483205.822000	122.774879	-72.056526	107.000000
1679483275.959000	119.396820	-68.423225	107.000000
1679483319.153000	117.639664	-65.778709	106.999992
1679483388.771000	115.903267	-62.079441	107.000000
1679483450.048000	114.621765	-58.350475	107.000000
1679483519.443000	113.720772	-54.632744	107.000000
1679483562.814000	113.218063	-51.912441	107.000000
1679483633.177000	112.736092	-48.111202	107.000000
1679483679.309000	112.471092	-45.216270	107.000008
1679483749.444000	112.262291	-41.435101	107.000000
1679483793.205000	112.176575	-38.684166	107.000000
1679483862.409000	112.169601	-34.954369	107.000000
1679483923.385000	112.237610	-31.203976	107.000000
1679483994.217000	112.411591	-27.404232	107.000000
1679484037.574000	112.582306	-24.688305	107.000000
1679484107.424000	112.892754	-20.948952	107.000008
1679484154.020000	113.182495	-18.052982	107.000000
1679484223.732000	113.638977	-14.352259	107.000000
1679484267.349000	114.004532	-11.653443	107.000000
1679484338.189000	114.607933	-7.913364	107.000000
1679484398.292000	115.270477	-4.320117	106.999992
1679484469.287000	116.047333	-0.628856	107.000000
1679484512.609000	116.654190	1.986673	107.000000
1679484582.988000	117.616058	5.597744	107.000000
1679484628.873000	118.409134	8.312029	107.000000
1679484699.749000	119.579704	11.872313	107.000000
1679484742.898000	120.489151	14.373865	107.000000
1679484813.635000	121.916931	17.840700	107.000000
1679484900.356000	124.128998	22.493294	107.000000
1679484971.505000	125.983917	25.810745	107.000000
1679485014.249000	127.428879	28.087172	107.000000
1679485085.282000	129.688049	31.247650	107.000000
1679485130.262000	131.527588	33.496613	107.000000
1679485202.021000	134.312500	36.457573	107.000000
1679485245.128000	136.453568	38.446949	107.000000
1679485314.630000	139.716217	41.037964	107.000000
1679485375.830000	143.362076	43.463310	107.000000
1679485445.927000	147.414413	45.654182	106.999992
1679485489.449000	150.617310	47.080555	107.000000
1679485559.392000	155.373520	48.796509	107.000000
1679485605.573000	159.291916	49.903030	107.000000
1679485675.935000	164.715820	51.019695	107.000000
1679485719.199000	168.790039	51.586037	107.000000
1679485789.296000	174.610535	52.025494	107.000000
1679485849.967000	-179.574905	52.048611	107.000000
1679485920.405000	-173.729004	51.653015	107.000000
1679485963.669000	-169.636887	51.124336	107.000000
1679486033.695000	-164.188812	50.051498	107.000000
1679486079.823000	-160.233292	48.987633	107.000000
1679486150.027000	-155.415863	47.302414	107.000000
1679486193.607000	-152.182693	45.896152	107.000000
1679486263.299000	-148.099060	43.737637	106.999992
1679486324.571000	-144.392136	41.351593	107.000000
1679486394.223000	-141.091080	38.773449	107.000000
1679486438.310000	-138.865036	36.762558	107.000000
1679486507.488000	-136.157074	33.914307	107.000000
1679486553.468000	-134.238571	31.625963	107.000000
1679486624.832000	-131.961823	28.473434	107.000008
1679486667.464000	-130.495285	26.212181	107.000000
1679486738.241000	-128.619278	22.917175	107.000000
1679486825.067000	-126.374573	18.281673	107.000000
1679486895.982000	-124.935303	14.814122	107.000000
1679486938.996000	-124.002762	12.320592	107.000000
1679487009.440000	-122.824310	8.785109	107.000000
1679487055.184000	-122.017151	6.079407	107.000000
1679487125.935000	-121.053192	2.457618	107.000000
1679487168.858000	-120.429626	-0.132893	107.000000
1679487239.423000	-119.646286	-3.807280	106.999992
1679487299.499000	-118.960693	-7.393245	107.000000
1679487370.765000	-118.355164	-11.148314	107.000000
1679487413.302000	-117.978943	-13.778230	107.000000
1679487484.473000	-117.506851	-17.567991	107.000000
1679487530.166000	-117.208862	-20.407356	107.000000
1679487600.154000	-116.893951	-24.149632	107.000000
1679487643.439000	-116.708496	-26.860828	107.000000
1679487713.669000	-116.529343	-30.637646	107.000000
1679487773.990000	-116.436050	-34.337528	107.000000
1679487844.968000	-116.431213	-38.163116	106.999992
1679487887.959000	-116.509949	-40.870529	107.000000
1679487957.289000	-116.697845	-44.619225	107.000000
1679488003.674000	-116.948212	-47.532139	107.000000
1679488074.114000	-117.414871	-51.326302	107.000000
1679488116.616000	-117.863098	-53.998940	107.000000
1679488187.340000	-118.739487	-57.803368	107.000000
1679488247.865000	-119.935730	-61.490242	107.000000
1679488317.515000	-121.599075	-65.190384	107.000000
1679488360.777000	-123.235199	-67.843315	106.999992
1679488430.479000	-126.389069	-71.468468	107.000000
1679488476.570000	-129.906769	-74.189728	107.000000
1679488546.872000	-136.953598	-77.598244	107.000000
1679488589.499000	-144.846252	-79.818565	107.000000
1679488659.778000	-163.534760	-82.367844	107.000000
1679488791.236000	134.641922	-82.347031	107.000000
1679488861.893000	116.038246	-79.774414	107.000000
1679488904.309000	108.229492	-77.564873	107.000000
1679488974.451000	101.201866	-74.156433	107.000000
1679489020.517000	97.684242	-71.438438	107.000000
1679489090.559000	94.550293	-67.803680	107.000000
1679489133.658000	92.919624	-65.157845	107.000000
1679489203.045000	91.255905	-61.464165	107.000000
1679489263.634000	90.063843	-57.777718	107.000008
1679489334.611000	89.206894	-53.959892	107.000000
1679489376.979000	88.753647	-51.294014	107.000000
1679489447.253000	88.296814	-47.500381	107.000000
1679489493.363000	88.050873	-44.616455	107.000000
1679489563.176000	87.855011	-40.840450	107.000000
1679489606.883000	87.784996	-38.098263	107.000000
1679489675.812000	87.781250	-34.378075	107.000000
1679489736.966000	87.877655	-30.618484	107.000000
1679489807.358000	88.065109	-26.842770	107.000000
1679489850.598000	88.237137	-24.134867	107.000000
1679489920.255000	88.563232	-20.409740	107.000000
1679489966.922000	88.856277	-17.509737	107.000000
1679490036.401000	89.322136	-13.830750	107.000000
1679490079.708000	89.699028	-11.153359	107.000000
1679490150.648000	90.313171	-7.411112	107.000000
1679490210.645000	90.985817	-3.824717	107.000000
1679490281.468000	91.776627	-0.146668	107.000000
1679490324.285000	92.396164	2.436367	107.000000
1679490394.821000	93.366051	6.051351	107.000000
1679490440.449000	94.163132	8.744563	107.000000
1679490511.210000	95.349693	12.296644	106.999992
1679490554.151000	96.269608	14.786180	107.000000
1679490624.769000	97.707443	18.244699	107.000000
1679490711.523000	99.954597	22.883566	107.000008
1679490782.518000	101.836372	26.184761	107.000000
1679490825.185000	103.285561	28.447216	107.000008
1679490896.126000	105.578865	31.585979	107.000000
1679490941.079000	107.433510	33.825626	107.000000
1679491012.679000	110.245934	36.770256	107.000000
1679491055.665000	112.408836	38.740395	107.000000
1679491125.163000	115.725723	41.316677	107.000000
1679491186.305000	119.394928	43.709412	107.000000
1679491256.268000	123.501534	45.871834	107.000000
1679491299.718000	126.716248	47.272217	107.000008
1679491369.629000	131.514923	48.963501	107.000000
1679491415.711000	135.451538	50.033894	107.000000
1679491486.062000	140.916489	51.113762	107.000000
1679491529.413000	145.002670	51.651421	107.000000
1679491599.426000	150.838470	52.041142	107.000000
1679491660.027000	156.635498	52.031204	107.000000
1679491730.397000	162.465561	51.596592	107.000000
1679491773.756000	166.543930	51.036453	107.000000
1679491843.601000	171.959137	49.924221	107.000000
1679491889.802000	175.881180	48.831135	107.000000
1679491959.853000	-179.358627	47.119095	107.000000
1679492003.490000	-176.143890	45.697220	107.000000
1679492072.991000	-172.104202	43.517006	107.000000
1679492134.253000	-168.443924	41.116692	107.000000
1679492203.819000	-165.177734	38.516911	107.000000
1679492247.986000	-162.980194	36.490635	107.000000
1679492316.998000	-160.302567	33.637398	107.000000
1679492363.199000	-158.406830	31.340965	107.000000
1679492434.357000	-156.147079	28.179272	107.000000
1679492477.076000	-154.696213	25.908890	107.000000
1679492547.694000	-152.843384	22.611183	107.000000
1679492634.455000	-150.610275	17.969530	107.000000
1679492705.359000	-149.200409	14.496321	107.000008
1679492748.335000	-148.276184	12.003384	107.000008
1679492818.854000	-147.110825	8.460176	107.000000
1679492864.399000	-146.318604	5.766243	107.000000
1679492935.339000	-145.355286	2.128418	107.000000
1679492978.235000	-144.740753	-0.461142	107.000000
1679493049.050000	-143.959534	-4.148988	106.999992
1679493108.837000	-143.300079	-7.724524	107.000000
1679493180.048000	-142.691162	-11.479496	107.000000
1679493223.366000	-142.313202	-14.153652	107.000000
1679493292.645000	-141.866180	-17.837887	107.000000
1679493339.257000	-141.564941	-20.736713	107.000000
1679493409.279000	-141.246552	-24.469891	107.000000
1679493452.600000	-141.076111	-27.183788	107.000000
1679493522.809000	-140.905792	-30.962437	107.000000
1679493582.996000	-140.818893	-34.659271	107.000000
1679493654.267000	-140.828751	-38.500134	107.000000
1679493697.207000	-140.899902	-41.204704	107.000000
1679493766.718000	-141.109268	-44.958878	107.000000
1679493812.967000	-141.365723	-47.865971	107.000000
1679493883.288000	-141.839340	-51.653309	107.000000
1679493926.004000	-142.324982	-54.334679	107.000000
1679493996.783000	-143.212051	-58.144531	107.000000
1679494057.502000	-144.444611	-61.843239	107.000000
1679494126.966000	-146.148834	-65.529510	107.000000
1679494170.445000	-147.860962	-68.187721	107.000000
1679494239.996000	-151.153473	-71.798645	107.000000
1679494286.205000	-154.821533	-74.513016	107.000000
1679494356.373000	-162.190521	-77.899323	107.000000
1679494399.192000	-170.552719	-80.090950	107.000000
1679494469.257000	169.820129	-82.540756	107.000000
1679494556.292000	126.493988	-83.242188	107.000000
1679494626.846000	101.076355	-81.386711	107.000000
1679494669.422000	90.025208	-79.412956	107.000008
1679494739.503000	80.458908	-76.168968	107.000000
1679494785.519000	75.893364	-73.530914	107.000000
1679494855.397000	71.856239	-69.944878	106.999992
1679494898.607000	69.816345	-67.318085	107.000000
1679494967.949000	67.778831	-63.648193	107.000000
1679495029.336000	66.323257	-59.934025	107.000000
1679495098.448000	65.299133	-56.226719	107.000000
1679495141.707000	64.727051	-53.515675	107.000000
1679495212.036000	64.156708	-49.721252	106.999992
1679495258.185000	63.832836	-46.826164	106.999992
1679495328.003000	63.570606	-43.063591	107.000000
1679495371.613000	63.438919	-40.319195	106.999992
1679495440.574000	63.394165	-36.597397	107.000000
1679495501.596000	63.425468	-32.847424	107.000008
1679495572.114000	63.558327	-29.056923	107.000000
1679495615.342000	63.702812	-26.350487	107.000000
1679495684.976000	63.979744	-22.610992	107.000000
1679495731.705000	64.239983	-19.704334	107.000000
1679495801.047000	64.653679	-16.018301	107.000000
1679495844.480000	64.998215	-13.329358	107.000000
1679495915.162000	65.558670	-9.589493	106.999992
1679495975.377000	66.183029	-5.977508	107.000000
1679496046.050000	66.923141	-2.293839	107.000000
1679496089.045000	67.496056	0.313524	107.000000
1679496159.344000	68.399384	3.934764	107.000008
1679496205.132000	69.150345	6.662774	107.000008
1679496275.682000	70.256302	10.223263	107.000000
1679496318.805000	71.130440	12.738419	107.000000
1679496389.126000	72.468513	16.213919	107.000000
1679496476.170000	74.571815	20.915329	107.000000
1679496546.791000	76.328835	24.258307	107.000000
1679496589.544000	77.680252	26.559467	107.000000
1679496660.335000	79.817635	29.763920	107.000000
1679496705.562000	81.573593	32.061749	107.000000
1679496776.901000	84.183647	35.078964	107.000000
1679496819.997000	86.214691	37.119110	107.000000
1679496889.255000	89.308693	39.791660	107.000000
1679496950.632000	92.763535	42.310726	107.000000
1679497020.311000	96.607208	44.611778	107.000000
1679497063.825000	99.653175	46.128891	107.000000
1679497133.575000	104.206139	47.993275	107.000008
1679497179.859000	107.979446	49.210514	107.000000
